username,platform,content_type,category,country,influencer_tier,followers,following,posts,avg_likes,avg_comments,avg_shares,avg_views,engagement_rate,date_joined,engagement_quality,follower_category
jonesgeorge131,Facebook,Carousel,Travel,France,Micro,91051,16362,2398,1471,47,42,0,1.55,2024-05-19,Medium,Micro
amandaramirez582,TikTok,Image,Fashion,Canada,Micro,83190,19656,983,2083,193,82,12826,2.17,2023-02-21,Medium,Micro
mpayne207,Twitter,Story,Travel,,Macro,448083,23396,2683,2659,205,35,0,0.53,2024-03-14,Low,Macro
stephen30486,Facebook,Carousel,Music,Germany,Micro,55509,39621,1491,1844,96,109,0,4.72,2023-09-18,High,Micro
davenportamanda31,Twitter,Live,Music,India,Micro,56412,3652,2572,2940,175,77,0,4.11,2023-11-12,High,Micro
marcusmorton390,YouTube,Reel,Beauty,France,Nano,9034,5663,4839,1064,0,31,14496,10.65,2023-09-08,Viral,Nano
abigail38295,Facebook,Image,Fitness,India,Nano,2681,2228,4684,32,1,0,0,1.55,2024-10-08,Medium,Nano
taylormatthew385,Twitter,Video,Gaming,France,Nano,6019,3680,3375,726,29,38,0,11.17,2024-03-01,Viral,Nano
umartinez83,Instagram,Carousel,Beauty,Australia,Micro,34926,19483,2766,1559,120,44,0,3.69,2023-07-17,High,Micro
sadkins27,Facebook,Live,Travel,USA,Micro,99928,14314,343,4449,109,83,0,5.98,2024-07-15,High,Micro
vwoods522,Instagram,Reel,Education,Canada,Micro,77701,811,3720,3550,273,135,0,6.04,2024-03-16,Viral,Micro
sharonstewart765,Facebook,Carousel,Travel,Brazil,Mega,8273621,4427,4371,196368,15658,4902,0,2.66,2024-09-12,Medium,Mega
christinetorres255,Instagram,Video,Fitness,India,Micro,36114,34255,4242,2876,123,104,0,6.14,2023-10-16,Viral,Micro
ccook424,Facebook,Carousel,Travel,Australia,Nano,7021,6412,2764,353,7,23,0,4.44,2024-08-07,High,Nano
xhill503,YouTube,Video,Fashion,Brazil,Nano,4680,4490,3119,381,8,28,3924,11.3,2023-04-24,Viral,Nano
danalong396,YouTube,Story,Beauty,France,Micro,57640,44431,3831,794,43,42,3258,1.51,2023-06-13,Medium,Micro
franciscohowell660,Twitter,Image,Fitness,Germany,Nano,9101,1522,745,368,0,24,0,4.11,2023-07-02,High,Nano
duffymargaret504,Twitter,Carousel,Sports,USA,Nano,6269,4954,4319,496,33,34,0,7.24,2023-06-03,Viral,Nano
johnskenneth979,TikTok,Live,Travel,USA,Micro,86569,26975,2943,4049,83,260,33612,3.71,2023-07-22,High,Micro
chaveztony461,TikTok,Image,Fitness,Canada,Micro,19723,5621,210,707,15,0,8508,3.35,2023-05-16,High,Micro
rickynguyen319,Twitter,Reel,Fashion,Japan,Mega,3228857,35754,3867,36992,2893,2898,0,1.24,2024-05-30,Medium,Mega
jaclynwilliams881,Facebook,Carousel,Tech,USA,Micro,32992,5197,1226,1626,111,103,0,3.8,2023-10-22,High,Micro
bpotter649,Twitter,Story,Sports,USA,Nano,8862,8352,2423,169,4,6,0,2.49,2023-03-19,Medium,Nano
cassidy80914,YouTube,Reel,Travel,Canada,Micro,26633,204,2829,1070,85,17,7709,4.14,2023-07-20,High,Micro
mckenziemelissa457,Instagram,Story,Music,Australia,Nano,9420,9056,4863,110,5,2,0,1.47,2024-09-21,Medium,Nano
marvinberry86,YouTube,Carousel,Fitness,Germany,Mega,7541092,37407,2119,270269,27187,8275,1656929,2.92,2023-04-11,Medium,Mega
arroyothomas201,Instagram,Video,Beauty,UK,Macro,854219,49615,2886,29632,3152,1398,0,4.66,2023-06-17,High,Macro
nnelson337,Twitter,Live,Music,Canada,Micro,14337,3985,1223,701,52,15,0,4.87,2024-08-22,High,Micro
jessicawood220,YouTube,Image,Beauty,Germany,Micro,47508,3765,851,1276,27,19,9985,2.93,2024-10-31,Medium,Micro
bryancox281,YouTube,Carousel,Education,India,Macro,297154,28866,1835,3947,117,61,20390,1.81,2024-11-27,Medium,Macro
jreed755,TikTok,Live,Food,Australia,Macro,343063,33377,2158,17151,675,252,121160,4.33,2024-01-16,High,Macro
hughespeter445,Facebook,Video,Gaming,Japan,Mega,6924975,9605,3602,119857,10461,1978,0,1.92,2023-08-10,Medium,Mega
jennifer26206,Instagram,Video,Education,USA,Micro,73400,39901,1038,6295,226,489,0,6.88,2023-12-05,Viral,Micro
ujenkins531,Instagram,Story,Gaming,France,Nano,5621,2831,137,249,26,0,0,3.78,2023-08-19,High,Nano
matthewelliott631,Instagram,Live,Sports,Germany,Macro,119931,45531,3269,2480,266,156,0,1.77,2024-10-06,Medium,Macro
brettsilva759,Twitter,Story,Music,Mexico,Micro,85517,1544,4102,3363,143,58,0,3.52,2024-06-15,High,Micro
cfields441,Instagram,Carousel,Education,Germany,Micro,99284,28514,2635,1625,170,23,0,2.12,2024-03-16,Medium,Micro
bettywatkins68,Twitter,Story,Music,France,Nano,7970,1295,3021,358,7,27,0,4.36,2023-03-03,High,Nano
ebrown865,TikTok,Carousel,Food,France,Mega,7693534,42110,4541,65952,5178,2228,281498,0.85,2024-05-16,Low,Mega
gcallahan586,Facebook,Reel,Travel,Germany,Micro,17290,13578,3317,1011,52,59,0,5.65,2024-01-25,High,Micro
stacybennett833,TikTok,Carousel,Fashion,UK,Nano,4289,3234,1618,173,8,3,1318,3.49,2023-08-14,High,Nano
samanthaholder227,Facebook,Carousel,Education,India,Nano,7921,1479,1204,424,20,6,0,5.21,2023-06-28,High,Nano
hamptonandrew896,Facebook,Reel,Music,,Micro,34785,25820,3822,1185,87,86,0,4.69,2024-02-10,High,Micro
sandrews563,YouTube,Live,Gaming,UK,Mega,3692237,13406,2934,25972,2546,1292,388566,0.89,2024-08-01,Low,Mega
stacy79987,TikTok,Image,Tech,Australia,Nano,3225,2483,2256,139,3,5,1031,3.68,2023-08-08,High,Nano
gordonmary575,Instagram,Image,Education,,Micro,71950,33301,507,3177,182,207,0,3.79,2024-02-15,High,Micro
donaldhernandez932,YouTube,Story,Fitness,Canada,Nano,8243,1320,4008,273,6,20,3076,2.65,2023-03-28,Medium,Nano
sheppardalexa571,Facebook,Video,Gaming,Brazil,Micro,90712,9678,3675,6409,0,80,0,6.97,2024-07-04,Viral,Micro
bradybrittany274,YouTube,Image,Sports,Australia,Micro,73990,20809,576,690,52,49,6012,1.33,2023-06-27,Medium,Micro
thomas15603,TikTok,Image,Food,India,Mega,3119488,26574,1769,3345,139,66,10903,0.1,2023-02-06,Low,Mega
tmiller108,YouTube,Live,Beauty,Germany,Nano,1392,1216,1009,153,10,2,2042,9.36,2024-04-12,Viral,Nano
joycetaylor558,TikTok,Story,Music,Brazil,Macro,446584,8752,4510,512,25,6,6843,0.1,2024-09-05,Low,Macro
rschmitt195,Twitter,Story,Beauty,Canada,Nano,9081,6920,2458,346,26,20,0,4.39,2023-06-24,High,Nano
hfreeman920,YouTube,Story,Gaming,Germany,Nano,6483,2497,3986,96,5,7,395,2.11,2024-07-11,Medium,Nano
desireenewman854,TikTok,Video,Gaming,Japan,Macro,257422,10387,833,7987,180,119,88025,3.6,2023-04-28,High,Macro
pattersonjoshua95,Facebook,Video,Food,Japan,Nano,7508,5100,3285,659,19,33,0,10.88,2023-07-05,Viral,Nano
miranda20220,Twitter,Story,Fitness,Australia,Nano,1304,238,2565,40,2,0,0,3.93,2023-09-21,High,Nano
iturner811,YouTube,Story,Beauty,Germany,Nano,6636,3326,4705,177,18,10,1137,2.27,2023-10-11,Medium,Nano
whitenatasha487,Twitter,Image,Education,Brazil,Nano,9041,2428,3199,220,0,6,0,3.37,2023-12-29,High,Nano
tcook672,Instagram,Story,Sports,USA,Micro,99096,16762,616,1543,74,31,0,1.58,2024-04-19,Medium,Micro
williamparker474,Facebook,Video,Travel,Japan,Micro,50947,12660,479,3780,387,40,0,7.01,2023-06-27,Viral,Micro
karentodd432,Instagram,Live,Travel,Germany,Nano,9019,2290,4670,547,47,16,0,8.27,2023-04-10,Viral,Nano
chelseanguyen224,TikTok,Video,Fashion,Germany,Macro,840105,46184,2310,31626,3233,899,195863,3.61,2024-02-09,High,Macro
paulwilliams730,Facebook,Reel,Food,Canada,Nano,2474,1549,1984,181,20,6,0,9.38,2024-09-19,Viral,Nano
ugray732,Twitter,Story,Fitness,Mexico,Micro,63052,32608,3467,2228,137,81,0,3.62,2024-08-11,High,Micro
ryan95205,Instagram,Image,Fitness,Canada,Nano,5560,1422,1171,297,12,9,0,4.3,2023-12-28,High,Nano
jonathanlee864,YouTube,Live,Fitness,Germany,Micro,27459,6379,4218,1127,67,12,7222,5.32,2023-12-09,High,Micro
mmartin362,Facebook,Video,Sports,Canada,Nano,6992,4977,2653,405,19,20,0,7.78,2024-02-27,Viral,Nano
emilyjimenez340,YouTube,Story,Education,Mexico,Macro,138132,35681,149,123,14,3,746,0.1,2024-08-27,Low,Macro
jamesthomas705,Instagram,Live,Travel,France,Nano,7101,1130,316,417,46,32,0,7.67,2023-06-02,Viral,Nano
ymason585,Instagram,Live,Music,France,Micro,10338,5996,802,633,75,10,0,4.84,2024-01-13,High,Micro
igomez210,YouTube,Carousel,Food,Mexico,Micro,24576,3969,387,788,42,58,4413,3.34,2023-01-01,High,Micro
mhouse76,YouTube,Story,Fashion,Brazil,Nano,6818,3948,1002,150,5,2,966,2.69,2023-12-13,Medium,Nano
johnbennett214,TikTok,Story,Food,USA,Nano,5821,1068,956,167,10,7,857,2.33,2024-01-19,Medium,Nano
herreraian823,Facebook,Carousel,Beauty,India,Macro,480133,14757,3789,15090,1183,570,0,3.51,2023-07-27,High,Macro
brian29343,Instagram,Live,Tech,Germany,Nano,7245,1749,921,490,28,33,0,7.3,2023-03-22,Viral,Nano
cookkimberly289,YouTube,Story,Fitness,Germany,Nano,7291,176,1084,76,7,2,891,1.5,2024-07-25,Medium,Nano
bryantracy976,TikTok,Reel,Beauty,Brazil,Micro,65792,45007,1665,5837,132,179,25147,7.13,2023-09-08,Viral,Micro
stephensjeffrey523,Twitter,Story,Fitness,USA,Macro,467151,25431,2875,2292,52,23,0,0.64,2023-09-25,Low,Macro
loretta9043,YouTube,Story,Gaming,,Macro,948589,31982,4279,13431,457,972,149857,1.53,2023-07-30,Medium,Macro
nbeck775,Facebook,Video,Education,UK,Micro,99488,25446,2044,6621,340,519,0,6.03,2023-08-07,Viral,Micro
autumntaylor202,Facebook,Live,Gaming,UK,Micro,61973,32172,2531,2192,0,92,0,4.17,2023-10-22,High,Micro
kimstephanie377,TikTok,Story,Travel,Mexico,Nano,5252,4463,1231,104,6,2,1343,2.5,2024-03-02,Medium,Nano
laura19957,Facebook,Reel,Fashion,Germany,Nano,8612,4697,3160,648,42,47,0,8.66,2024-06-19,Viral,Nano
emorrison683,YouTube,Story,Sports,UK,Nano,5652,4335,4485,211,9,6,745,2.98,2023-08-17,Medium,Nano
edelgado704,Facebook,Reel,Fashion,Japan,Micro,65348,39393,908,3003,271,78,0,5.62,2024-05-29,High,Micro
hensonashley517,Twitter,Carousel,Beauty,Germany,Macro,540012,43600,1583,610,55,6,0,0.1,2024-02-26,Low,Macro
amychang533,Twitter,Carousel,Sports,UK,Micro,88266,39822,1456,3723,419,66,0,3.44,2023-10-19,High,Micro
fisherrobert457,YouTube,Reel,Education,USA,Micro,55563,7351,2166,4067,468,75,48756,6.89,2024-11-26,Viral,Micro
chenpeter91,Twitter,Image,Sports,USA,Nano,9232,4290,962,417,44,5,0,3.48,2023-07-23,High,Nano
craig78997,Facebook,Reel,Food,Australia,Micro,56252,17036,4238,3195,238,184,0,5.64,2024-03-28,High,Micro
williamle489,Instagram,Live,Music,India,Nano,6340,5079,4455,566,16,12,0,8.38,2024-11-21,Viral,Nano
singhlarry727,TikTok,Live,Fitness,Australia,Mega,8108775,14366,4136,71821,6777,2686,322450,0.77,2023-02-13,Low,Mega
debra64527,YouTube,Image,Education,USA,Micro,31375,342,1134,227,13,10,983,0.79,2024-01-12,Low,Micro
fguzman375,Instagram,Image,Sports,Australia,Mega,6554087,41649,3553,32924,3271,2623,0,0.67,2023-02-02,Low,Mega
johnware870,TikTok,Story,Sports,Australia,Nano,6951,6679,4211,133,13,6,1462,1.82,2023-06-10,Medium,Nano
kkline862,YouTube,Story,Tech,Mexico,Micro,14362,13351,4600,56,4,3,358,0.49,2023-06-11,Low,Micro
brendatodd577,Instagram,Carousel,Fitness,Canada,Macro,574141,7350,4743,14106,1467,998,0,1.95,2024-11-30,Medium,Macro
johnsonjulie452,Twitter,Reel,Travel,,Micro,98625,49014,3519,7851,342,94,0,6.53,2023-03-18,Viral,Micro
daniel07897,Instagram,Story,Beauty,France,Macro,600167,42641,3075,6286,244,324,0,0.89,2023-03-14,Low,Macro
parkstina684,TikTok,Live,Gaming,Australia,Nano,7167,1841,143,446,21,19,2605,7.57,2024-03-13,Viral,Nano
abbottbradley417,Instagram,Image,Gaming,Canada,Micro,25278,11033,172,1350,72,60,0,4.82,2024-07-18,High,Micro
waltersjason781,TikTok,Story,Beauty,UK,Nano,9425,6937,2243,203,11,3,991,1.99,2023-01-01,Medium,Nano
jody5816,TikTok,Story,Music,UK,Macro,572874,17744,4829,5051,220,81,20390,1.23,2023-12-13,Medium,Macro
nicholas68820,Instagram,Story,Education,India,Micro,96636,43354,3882,1304,32,101,0,1.04,2023-08-23,Medium,Micro
cryan371,TikTok,Reel,Food,USA,Micro,53071,28887,1136,2808,107,201,29634,4.92,2023-04-27,High,Micro
seanbowers704,Facebook,Video,Food,Brazil,Mega,9622682,7390,1571,180477,19749,9315,0,1.46,2024-10-12,Medium,Mega
pharris926,Instagram,Carousel,Tech,UK,Macro,315064,37111,4519,4296,426,59,0,1.59,2023-03-18,Medium,Macro
jennifersmith297,YouTube,Reel,Gaming,Japan,Macro,112691,3573,3516,4526,344,64,54997,3.67,2024-03-05,High,Macro
stephanieswanson207,Instagram,Carousel,Food,USA,Micro,33330,19362,806,2329,110,158,0,6.78,2023-10-07,Viral,Micro
briananderson727,Facebook,Story,Travel,France,Nano,8446,5849,904,105,3,3,0,1.54,2024-10-28,Medium,Nano
virginia03484,Instagram,Video,Travel,Germany,Nano,2703,1615,3161,192,17,9,0,9.1,2023-06-28,Viral,Nano
sara5153,YouTube,Story,Travel,Mexico,Micro,75614,21402,2208,1220,74,73,9651,1.57,2024-03-25,Medium,Micro
oallen793,Facebook,Image,Food,Mexico,Micro,84397,41527,1488,2885,181,142,0,3.11,2024-10-25,High,Micro
vschultz60,Facebook,Carousel,Sports,Brazil,Nano,6061,4983,2061,330,34,14,0,6.08,2023-08-28,Viral,Nano
longraymond256,Twitter,Reel,Food,Germany,Micro,53235,36548,1234,4987,115,398,0,7.48,2024-06-03,Viral,Micro
william40116,Twitter,Reel,Sports,USA,Nano,2191,498,4431,147,16,8,0,5.73,2023-02-26,High,Nano
haley18577,Instagram,Video,Fitness,Australia,Nano,5385,1198,1896,314,31,8,0,6.74,2023-03-07,Viral,Nano
rebecca87308,TikTok,Video,Food,India,Micro,57482,42026,4313,3917,344,75,28371,6.0,2023-04-01,High,Micro
rrodriguez919,Twitter,Image,Fashion,India,Nano,9394,7003,3872,496,35,38,0,5.16,2024-04-13,High,Nano
walkernicholas550,Twitter,Image,Tech,UK,Micro,52720,5223,1565,506,31,25,0,0.76,2023-10-22,Low,Micro
tcarter100,Facebook,Video,Fashion,Australia,Nano,8592,768,600,488,54,29,0,5.99,2023-04-01,High,Nano
kimberly97641,Instagram,Image,Beauty,Brazil,Macro,791333,35738,2714,15018,1671,380,0,2.13,2023-03-11,Medium,Macro
william93550,TikTok,Story,Fitness,India,Micro,74864,38611,1872,1247,127,88,10818,1.94,2024-06-18,Medium,Micro
bethgreen549,Instagram,Video,Music,Canada,Nano,1769,763,273,141,14,8,0,8.29,2023-11-22,Viral,Nano
ycooper602,Twitter,Video,Fitness,UK,Micro,67408,31459,3339,4549,275,273,0,5.42,2023-10-05,High,Micro
paigemorrow119,Twitter,Reel,Fashion,Australia,Macro,284565,8427,4068,6088,407,0,0,2.08,2023-06-09,Medium,Macro
schroedersarah670,Twitter,Live,Gaming,UK,Micro,98090,31398,1495,6169,445,393,0,5.08,2023-03-02,High,Micro
sonyacardenas624,TikTok,Image,Gaming,Canada,Micro,99943,33273,3313,1652,98,16,17927,1.89,2024-09-11,Medium,Micro
james81427,YouTube,Image,Food,Mexico,Nano,4759,2765,3928,171,3,5,772,4.43,2023-12-21,High,Nano
travisjordan734,TikTok,Carousel,Fashion,Germany,Micro,32067,29549,2395,145,15,4,1767,0.53,2024-11-06,Low,Micro
ucarrillo436,Twitter,Carousel,Food,Australia,Nano,2022,644,3620,79,5,0,0,4.73,2023-02-10,High,Nano
jason34902,Twitter,Video,Beauty,Canada,Nano,9771,9261,1089,935,57,69,0,8.25,2024-05-27,Viral,Nano
sjackson156,Facebook,Story,Fashion,Australia,Macro,388891,49583,156,1813,47,59,0,0.59,2023-05-30,Low,Macro
christianpadilla381,Twitter,Story,Gaming,Japan,Mega,4786548,4166,3584,4151,213,291,0,0.1,2024-06-25,Low,Mega
rwebster978,Facebook,Carousel,Fitness,Mexico,Nano,5771,4888,4076,431,23,17,0,6.72,2024-09-09,Viral,Nano
imartin555,TikTok,Image,Gaming,USA,Micro,77269,9295,3897,301,7,15,2727,0.41,2023-09-19,Low,Micro
marshallheather311,TikTok,Carousel,Education,,Nano,3196,1138,1720,204,15,12,2336,5.81,2023-02-06,High,Nano
qle959,YouTube,Reel,Tech,France,Micro,61243,44391,4944,4211,365,114,50404,6.61,2023-03-24,Viral,Micro
hstewart587,Facebook,Reel,Gaming,UK,Mega,1055548,2388,530,38226,2402,629,0,4.17,2023-03-08,High,Mega
sonya29307,TikTok,Live,Music,USA,Macro,196012,21348,3540,4228,170,86,48006,2.12,2023-04-26,Medium,Macro
swong171,TikTok,Video,Food,Canada,Nano,8857,3422,2474,916,98,70,11700,9.99,2023-10-19,Viral,Nano
erikajones810,Twitter,Video,Music,Mexico,Micro,27096,5197,556,1067,56,63,0,4.44,2023-09-03,High,Micro
roseerin233,YouTube,Story,Education,Brazil,Nano,7329,4928,4152,5,0,0,70,0.1,2024-04-17,Low,Nano
hwaters624,Twitter,Live,Education,France,Micro,92624,20286,4845,6900,581,79,0,5.96,2023-12-12,High,Micro
suzannestrickland370,TikTok,Live,Fashion,Brazil,Micro,44365,38977,201,2302,205,54,13442,4.94,2023-11-24,High,Micro
jacobmeyer152,YouTube,Live,Tech,France,Micro,91481,17090,592,6538,659,142,46377,6.36,2023-07-27,Viral,Micro
mknox127,TikTok,Carousel,Music,Japan,Macro,346619,6623,3512,1461,56,81,4572,0.51,2023-03-21,Low,Macro
christinamcclure79,YouTube,Reel,Tech,Brazil,Micro,65106,13947,1031,4192,372,57,21651,6.56,2023-06-05,Viral,Micro
bmartin669,Instagram,Video,Food,Canada,Micro,85025,38422,3959,7738,667,103,0,8.84,2024-09-07,Viral,Micro
jamesdeleon652,Instagram,Image,Music,Mexico,Nano,7926,1355,4189,410,9,4,0,4.34,2024-06-02,High,Nano
lewisdaniel518,Instagram,Story,Food,Germany,Nano,6206,3554,4264,212,17,16,0,2.73,2024-01-14,Medium,Nano
gregorypark287,Facebook,Video,Beauty,Canada,Micro,69232,2472,4108,4537,522,233,0,6.61,2023-07-02,Viral,Micro
amyholmes191,TikTok,Reel,Fitness,Germany,Nano,4270,2326,3135,315,35,0,4668,6.75,2024-08-20,Viral,Nano
joshuali397,Twitter,Video,Tech,Mexico,Nano,8939,4419,1262,1249,56,25,0,11.23,2024-04-19,Viral,Nano
smurray280,Facebook,Story,Music,Brazil,Macro,299467,23501,3218,554,44,9,0,0.17,2023-04-20,Low,Macro
robert23267,Instagram,Image,Fitness,Canada,Macro,456918,12439,4652,11969,627,472,0,2.05,2023-08-12,Medium,Macro
ycabrera435,TikTok,Live,Education,India,Micro,19222,13468,3104,438,29,34,5955,3.07,2024-11-06,High,Micro
hillchristopher263,Twitter,Carousel,Music,Germany,Mega,1984000,30940,2880,2013,162,150,0,0.1,2023-04-09,Low,Mega
michelle42801,Instagram,Image,Tech,Brazil,Macro,455882,23087,3098,17814,1986,699,0,3.16,2024-08-24,High,Macro
eric06546,TikTok,Video,Sports,Germany,Nano,8125,4473,2367,530,49,25,6752,9.18,2023-03-09,Viral,Nano
hmullen595,Instagram,Reel,Fitness,France,Micro,51447,28518,1759,3811,275,72,0,7.68,2024-06-03,Viral,Micro
esanders956,Twitter,Image,Fashion,Brazil,Micro,90717,27872,2262,2590,249,110,0,2.55,2023-11-01,Medium,Micro
woodtracy765,Instagram,Story,Education,India,Micro,54202,13639,1644,63,1,4,0,0.1,2023-08-21,Low,Micro
biancabailey916,Instagram,Reel,Tech,Australia,Micro,91578,23442,4159,8120,727,136,0,7.01,2024-02-05,Viral,Micro
sylviairwin869,Instagram,Live,Fashion,USA,Micro,78252,11190,1710,4003,467,82,0,4.24,2024-06-16,High,Micro
garzachristina178,TikTok,Reel,Education,Canada,Micro,46873,45778,161,3023,352,108,19602,6.78,2024-06-06,Viral,Micro
jacobdennis933,Twitter,Image,Gaming,Brazil,Macro,148448,28831,4640,1631,115,26,0,1.47,2024-07-16,Medium,Macro
lauren75574,Instagram,Story,Tech,Australia,Nano,6829,6244,1595,47,4,3,0,0.55,2024-07-05,Low,Nano
garciaamanda484,YouTube,Reel,Gaming,Brazil,Nano,5311,3392,4340,450,25,27,4222,8.84,2023-10-14,Viral,Nano
rodriguezariana553,YouTube,Reel,Fitness,France,Micro,50793,39124,3739,5231,616,216,43833,8.58,2024-09-06,Viral,Micro
bellmelissa450,Instagram,Reel,Food,UK,Nano,7946,2816,890,708,21,14,0,9.23,2023-08-13,Viral,Nano
melissa60155,YouTube,Story,Sports,Australia,Micro,12654,8838,4437,172,5,11,1209,1.58,2023-07-19,Medium,Micro
james39154,YouTube,Carousel,Sports,India,Micro,26724,23682,2140,1731,113,56,12240,5.25,2023-10-17,High,Micro
elizabethmclaughlin704,Instagram,Video,Sports,Mexico,Micro,78132,44591,575,5410,356,322,0,6.85,2024-02-04,Viral,Micro
gonzalezchristina532,Twitter,Story,Travel,Mexico,Micro,34548,2200,3193,653,48,49,0,1.9,2024-08-18,Medium,Micro
geraldmcdowell533,Facebook,Video,Sports,Australia,Macro,659454,43282,4104,19153,1587,1281,0,2.29,2023-09-07,Medium,Macro
epalmer794,Instagram,Video,Food,Brazil,Micro,27079,25994,2748,1617,114,37,0,6.88,2023-09-25,Viral,Micro
paulkramer313,Twitter,Reel,Fitness,Germany,Mega,7898250,9573,1468,280842,11044,17034,0,3.19,2024-01-10,High,Mega
richtimothy294,Twitter,Reel,Music,Canada,Macro,401931,49385,104,9007,680,617,0,2.24,2024-05-05,Medium,Macro
sanchezjean198,YouTube,Video,Fashion,UK,Micro,84746,6265,3719,8038,341,529,45419,8.31,2023-10-19,Viral,Micro
johnharper802,Facebook,Live,Music,India,Macro,357861,39915,2242,11550,763,858,0,2.59,2023-02-02,Medium,Macro
zjohnson497,Facebook,Reel,Sports,Japan,Micro,39214,20733,3822,1942,211,51,0,4.87,2023-01-13,High,Micro
qrangel243,YouTube,Video,Beauty,Mexico,Micro,93024,17734,1239,9131,483,94,127598,7.8,2023-03-28,Viral,Micro
kenneth46376,YouTube,Reel,Music,India,Nano,9805,9477,1225,720,58,27,10675,8.3,2023-12-01,Viral,Nano
thawkins125,Instagram,Reel,Sports,Brazil,Nano,1120,920,1058,77,6,3,0,9.55,2024-08-29,Viral,Nano
john22101,YouTube,Video,Gaming,USA,Nano,7078,3438,1553,583,58,8,2596,9.25,2023-10-08,Viral,Nano
patrick88900,TikTok,Video,Food,Canada,Nano,3787,1626,4737,314,13,0,1563,9.53,2023-07-19,Viral,Nano
morgan40177,YouTube,Live,Food,Brazil,Micro,93564,7989,4165,5748,647,274,81147,5.54,2023-02-07,High,Micro
dawnprice491,YouTube,Video,Fitness,,Nano,2525,1016,2790,183,17,9,2409,9.95,2024-09-17,Viral,Nano
jacob51312,Facebook,Live,Fitness,UK,Macro,997555,41776,2031,3884,287,255,0,0.31,2024-10-25,Low,Macro
jennifer36283,Instagram,Story,Sports,Australia,Mega,2454438,43056,4880,2433,107,137,0,0.1,2023-12-23,Low,Mega
jonesmaria976,YouTube,Live,Food,Japan,Micro,16795,4594,2481,761,37,57,2294,6.07,2024-01-25,Viral,Micro
sfarley53,YouTube,Live,Fashion,India,Micro,34696,13507,1198,1793,162,41,21875,4.79,2023-05-10,High,Micro
brettmiles824,TikTok,Reel,Beauty,Japan,Micro,70859,9428,597,4030,118,255,33594,5.31,2023-11-15,High,Micro
cherylmullins684,TikTok,Live,Fashion,USA,Nano,6704,2635,1362,480,31,15,2604,5.57,2024-04-14,High,Nano
jeffreytran839,YouTube,Video,Gaming,Canada,Micro,81839,12088,4715,4362,507,300,56398,5.3,2023-05-20,High,Micro
joseph28767,YouTube,Story,Beauty,Germany,Nano,1229,623,4268,0,0,0,0,0.1,2024-03-18,Low,Nano
jefferydiaz37,YouTube,Image,Beauty,Canada,Nano,2884,861,4461,115,2,1,803,3.72,2024-04-30,High,Nano
glang978,TikTok,Live,Gaming,Germany,Micro,70429,37022,3288,3295,343,66,14782,4.23,2023-10-05,High,Micro
wyatt02516,TikTok,Image,Travel,Canada,Nano,4414,1715,4186,84,7,3,709,2.68,2023-02-21,Medium,Nano
brian14834,TikTok,Live,Tech,India,Micro,62441,3494,2102,2600,211,27,13700,4.87,2024-09-22,High,Micro
margaret34750,TikTok,Video,Sports,Australia,Macro,832840,49405,2440,28472,2294,973,97283,4.04,2024-07-30,High,Macro
joshua22874,YouTube,Live,Fashion,Mexico,Micro,51966,4842,1736,3563,406,57,42945,7.46,2024-08-07,Viral,Micro
cassieorr846,TikTok,Story,Fitness,Germany,Mega,4082712,30184,4113,4914,214,263,48548,0.1,2024-09-06,Low,Mega
molly7869,Twitter,Live,Travel,India,Macro,745007,20034,4659,37016,3788,1253,0,4.09,2023-10-19,High,Macro
charlesjohnson108,Twitter,Image,Music,Canada,Macro,630832,47274,2765,18147,478,1448,0,2.61,2023-06-18,Medium,Macro
nashgabriela437,Instagram,Story,Sports,Germany,Micro,42064,24295,3090,390,45,15,0,0.72,2024-10-06,Low,Micro
